,GID,A10_관내_T,A10_관외_T,A20_관내_T,A20_관외_T,A30_관내_T,A30_관외_T,A40_관내_T,A40_관외_T,A50_관내_T,A50_관외_T,A60_관내_T,A60_관외_T,외국인_A10,외국인_A20,외국인_A30,외국인_A40,외국인_A50,외국인_A60,법인_A10,법인_A20,법인_A30,법인_A40,법인_A50,법인_A60,A10_관내_WD,A10_관외_WD,A20_관내_WD,A20_관외_WD,A30_관내_WD,A30_관외_WD,A40_관내_WD,A40_관외_WD,A50_관내_WD,A50_관외_WD,A60_관내_WD,A60_관외_WD,A10_관내_HD,A10_관외_HD,A20_관내_HD,A20_관외_HD,A30_관내_HD,A30_관외_HD,A40_관내_HD,A40_관외_HD,A50_관내_HD,A50_관외_HD,A60_관내_HD,A60_관외_HD
202304,다사625515,3,3,3,3,2,1,1,1,3,1,3,2,2,1,1,2,1,4,3,4,1,2,3,2,1,4,2,1,3,1,3,3,4,2,2,4,1,2,3,4,4,4,1,3,4,4,4,3
202304,다사616492,4,1,2,3,1,3,2,2,3,4,1,2,3,2,4,3,1,2,2,2,4,3,2,3,3,4,4,1,4,3,2,4,3,4,2,3,4,1,4,1,4,2,3,4,3,1,3,2
202304,다사632513,3,1,1,2,1,3,3,3,1,4,4,2,3,1,2,2,2,1,2,4,3,3,3,2,2,3,1,4,2,3,2,3,3,2,1,3,2,4,4,3,3,1,2,2,1,2,2,2
202304,다사646501,4,2,2,1,4,2,4,1,4,2,1,3,2,3,4,4,4,1,4,2,4,1,3,4,3,3,2,4,3,4,1,4,4,3,2,2,4,1,1,4,1,2,4,3,1,1,4,4
202304,다사629489,2,4,2,1,4,2,4,4,3,3,1,3,3,2,2,1,1,2,2,1,1,1,2,3,2,2,2,1,1,3,4,1,3,1,4,4,3,4,4,1,2,3,3,1,2,2,2,1
202304,다사620488,4,3,2,3,1,1,1,2,3,3,3,1,4,1,4,1,3,1,4,4,1,3,4,1,1,,3,2,3,3,3,2,4,1,3,4,4,2,3,2,4,2,1,4,4,1,2,1
202304,다사630484,2,1,3,3,2,2,1,4,2,2,4,3,3,1,2,2,4,3,1,1,1,1,1,1,3,3,1,4,4,3,3,3,1,4,2,1,4,2,2,4,4,3,2,2,1,4,2,3
202304,다사624487,2,1,3,1,1,1,2,1,4,2,2,4,3,1,3,2,3,3,2,1,2,2,4,4,2,1,1,1,1,1,2,1,1,3,2,1,1,1,2,2,4,1,2,1,4,4,4,3
202304,다사634483,1,1,1,3,1,2,1,2,1,1,4,1,4,2,4,3,1,4,2,3,3,1,1,4,1,4,1,4,3,4,3,4,4,1,4,1,3,2,4,1,4,2,3,2,3,2,1,1
202304,다사635524,3,1,3,3,1,3,3,3,3,3,2,3,4,4,1,4,2,3,1,2,3,1,3,3,3,4,4,3,3,4,4,3,3,1,3,4,1,4,2,3,3,2,1,3,2,4,4,1
202304,다사637513,1,1,4,1,3,3,4,2,1,3,1,2,4,1,4,3,4,4,2,4,4,3,1,4,2,2,1,4,4,1,1,2,1,2,2,4,3,1,4,3,1,1,1,3,3,2,1,3
202304,다사618495,4,3,1,1,1,4,1,3,3,4,1,2,2,1,2,1,1,4,3,2,3,2,2,2,2,4,3,3,4,1,1,3,3,2,2,3,2,3,1,2,2,4,2,3,3,1,2,1
202304,다사635505,4,2,2,3,4,4,2,3,4,3,2,4,4,3,3,3,4,1,3,1,3,4,1,3,2,3,2,3,1,4,4,2,3,2,4,4,4,3,4,3,3,1,4,3,2,4,3,2
202304,다사618493,2,3,3,1,3,3,4,1,3,3,1,2,2,1,3,1,2,1,2,4,1,3,1,2,2,4,3,4,2,4,4,4,2,2,4,4,3,2,4,3,3,1,4,1,1,2,4,4
202304,다사640492,3,2,4,3,4,1,4,3,3,2,1,1,1,3,2,1,2,3,1,4,4,4,4,2,2,1,3,1,2,2,4,3,1,3,2,3,4,4,1,3,2,2,2,4,1,2,1,4
202304,다사626504,2,4,2,1,2,4,4,1,2,1,4,3,2,1,2,4,2,4,3,3,2,1,1,3,4,2,3,3,2,3,2,3,4,4,4,1,2,3,2,1,4,2,4,2,1,2,2,3
202304,다사633520,2,3,4,1,1,4,2,2,1,3,4,1,3,4,1,1,3,,3,1,1,3,2,4,1,3,1,2,2,1,4,1,1,4,1,3,2,3,3,3,4,1,4,4,3,3,2,3
202304,다사654503,1,1,1,3,1,4,3,2,3,4,1,1,3,1,4,1,1,3,3,1,1,4,2,3,3,3,2,3,1,2,1,4,4,1,3,2,2,2,4,4,4,3,2,4,2,4,4,2
202304,다사649496,1,2,1,1,2,2,2,3,3,2,1,3,2,2,1,2,1,1,4,1,4,3,3,4,2,4,1,4,3,3,2,4,3,2,4,3,2,4,1,1,1,1,4,2,3,3,1,1
202304,다사633513,4,4,3,2,4,4,2,4,1,3,2,3,1,4,4,1,3,4,3,2,1,4,4,3,1,3,1,2,4,1,4,1,2,2,4,4,4,1,4,3,1,3,2,4,1,2,4,4
202304,다사632511,3,2,2,2,3,1,2,2,3,2,4,4,2,3,4,3,4,1,4,1,4,2,1,4,2,4,3,2,2,1,3,2,3,3,4,3,1,4,4,4,3,2,2,2,1,3,4,2
202304,다사630488,2,2,3,4,1,4,1,3,1,1,2,4,3,2,3,3,3,2,1,4,1,1,2,3,2,1,2,1,1,4,2,1,2,3,3,2,4,4,2,2,1,3,2,2,3,2,2,2
202304,다사617491,3,2,1,2,2,3,1,3,2,3,4,2,4,2,2,3,1,1,1,3,3,2,2,4,1,1,1,2,4,4,3,2,2,4,2,4,4,2,1,2,3,1,2,3,3,1,4,2
202304,다사635520,2,2,2,2,4,2,4,4,4,4,4,3,2,1,3,2,1,2,3,3,4,1,1,3,4,4,1,1,1,1,3,3,3,3,2,2,1,4,4,1,3,3,1,3,1,3,4,2
202304,다사625503,4,3,1,1,3,1,4,3,1,4,3,1,4,4,4,2,3,1,4,2,4,1,4,1,3,2,2,2,3,1,3,4,3,2,3,1,2,4,1,1,4,4,4,2,4,1,3,3
202304,다사628515,3,4,3,3,1,3,3,4,2,4,4,1,1,4,3,4,4,2,3,4,1,4,2,3,1,1,4,1,3,2,1,4,2,2,2,1,1,2,3,3,1,4,3,3,2,2,4,1
202304,다사630518,4,4,1,4,2,1,2,3,2,2,4,1,1,4,2,4,4,1,3,3,2,2,3,2,2,2,3,3,4,2,4,4,2,4,2,2,1,1,3,1,1,4,1,2,4,3,4,2
202304,다사616488,2,3,1,1,2,2,1,1,2,1,3,4,2,1,3,2,1,1,3,3,2,1,3,2,4,2,2,2,3,1,3,4,3,2,2,2,4,3,2,4,2,1,4,1,4,3,4,2
202304,다사624505,2,3,4,4,1,2,1,4,3,2,4,4,3,2,4,2,3,4,1,1,1,4,4,4,1,4,1,3,1,3,3,4,4,1,4,4,4,3,3,1,2,3,3,4,4,2,1,2
202304,다사636497,2,3,2,3,1,2,3,2,2,1,4,3,3,4,3,2,2,3,1,4,3,3,4,1,3,2,2,4,2,2,3,2,1,2,2,1,3,2,3,3,1,4,2,4,1,2,3,4
202304,다사621499,4,3,3,2,2,1,3,2,2,2,3,4,4,3,4,4,2,3,2,4,3,1,3,3,4,1,4,4,2,4,2,2,1,1,1,2,2,1,1,3,1,1,1,1,4,2,1,2
202304,다사635511,1,1,2,2,2,2,1,2,4,3,2,1,4,4,2,2,1,4,4,4,2,1,2,1,4,4,1,4,1,4,4,4,2,3,3,2,3,4,1,2,3,1,1,3,3,4,1,1
202304,다사634520,4,3,4,2,2,1,2,2,2,3,3,2,2,4,2,2,3,3,4,4,4,1,3,4,1,2,2,4,2,1,3,2,3,4,1,2,1,3,1,3,4,3,1,1,4,2,3,2
202304,다사630512,2,4,1,2,3,1,4,2,2,4,4,3,1,3,4,3,2,3,4,1,4,2,4,2,1,2,4,2,2,2,1,3,4,1,3,1,2,4,1,3,2,4,2,3,4,3,1,2
202304,다사615482,2,3,1,3,4,2,4,3,1,1,2,3,1,2,3,2,1,2,1,3,2,3,1,2,4,3,1,1,3,3,1,1,3,4,3,1,4,4,4,4,3,1,1,3,4,1,4,3
202304,다사626519,1,4,1,1,3,3,3,2,3,4,4,1,4,1,2,4,3,2,3,3,1,1,1,4,4,3,1,4,4,3,3,1,3,4,1,2,4,4,4,4,1,4,2,1,2,2,4,3
202304,다사623507,1,3,2,1,2,3,1,1,4,2,2,4,3,1,1,2,3,1,3,2,1,4,2,4,4,3,1,1,4,3,4,4,3,4,2,2,4,1,1,4,4,3,2,2,3,3,2,4
202304,다사622497,3,4,3,3,1,4,4,3,3,1,1,4,2,3,4,1,3,4,4,3,3,2,1,2,2,1,3,4,3,1,1,4,1,3,2,1,1,2,1,3,4,3,2,3,3,3,1,3
202304,다사653499,1,1,2,2,1,3,3,2,4,1,4,4,4,1,3,1,4,1,2,3,3,2,2,2,1,1,4,2,4,1,3,2,3,2,3,3,1,4,4,3,4,1,3,2,4,2,2,2
202304,다사637491,4,3,4,4,2,3,2,4,1,1,1,2,2,2,4,4,3,1,4,1,3,1,1,3,1,3,3,1,4,1,3,2,4,3,3,4,1,2,2,3,3,4,3,4,4,1,4,1
202304,다사624475,1,4,1,2,4,3,4,4,3,4,2,2,3,4,3,3,1,4,2,4,3,3,1,1,4,3,1,3,4,1,4,3,2,2,4,4,1,1,3,1,2,2,2,1,3,4,3,2
202304,다사629496,4,1,4,1,3,2,4,2,3,2,4,1,3,2,3,3,1,2,1,3,4,2,1,3,3,2,2,4,3,3,1,2,2,1,4,4,1,4,3,3,3,3,3,3,3,3,2,1
202304,다사634484,2,2,2,1,1,4,2,1,1,4,3,2,3,4,1,2,4,1,3,2,3,2,2,1,4,4,3,2,2,4,1,3,3,3,3,1,3,3,1,3,2,4,2,4,3,1,1,1
202304,다사628502,2,4,1,2,1,2,4,1,1,2,4,2,4,1,2,2,4,2,4,1,3,4,3,4,1,4,2,4,3,4,1,2,3,3,4,2,4,3,3,4,4,2,4,3,2,2,3,1
202304,다사610476,2,2,4,1,4,1,3,2,2,3,1,2,3,1,4,2,4,2,3,2,3,4,3,3,2,1,1,4,4,1,2,3,2,1,4,3,2,2,1,1,1,3,3,1,2,2,2,1
202304,다사652490,3,3,1,1,4,1,3,1,4,3,3,1,3,4,1,4,1,4,2,3,4,3,4,3,1,3,2,4,4,2,1,4,4,1,1,2,1,2,3,4,3,4,4,3,1,1,3,3
202304,다사651506,1,1,1,2,3,1,3,1,3,4,1,3,4,4,2,3,2,4,4,2,1,4,2,2,1,2,4,1,1,4,1,1,3,4,3,4,2,1,4,4,2,3,3,2,2,1,2,3
202304,다사639514,1,1,3,1,4,4,3,2,1,4,1,1,4,1,1,3,2,1,3,2,3,2,1,3,3,4,2,2,1,3,2,3,1,3,4,4,4,3,2,2,2,4,3,4,1,4,2,4
202304,다사641523,2,4,1,2,4,3,4,4,2,2,3,4,3,4,2,1,2,2,1,1,4,3,1,3,1,1,4,2,2,1,1,2,4,4,1,3,1,4,4,4,3,3,1,3,3,2,4,4
202304,다사644495,3,3,4,2,1,1,2,1,4,4,4,1,2,4,4,4,3,4,1,1,1,1,4,1,4,3,1,4,4,2,3,1,2,4,2,4,2,3,4,2,2,3,3,1,1,4,1,2
202304,다사643516,4,4,4,2,3,2,4,3,1,4,1,1,1,3,3,1,3,2,1,4,1,2,1,3,2,1,1,3,1,3,3,4,1,2,4,3,1,3,4,1,4,2,3,2,3,2,1,3
202304,다사630503,3,3,3,4,3,4,4,3,2,2,2,2,4,3,1,2,4,3,3,2,1,2,1,1,1,1,2,2,1,2,4,1,2,4,3,2,3,4,2,3,1,3,4,4,3,2,2,1
202304,다사629471,4,1,3,4,3,4,4,4,3,1,1,3,2,4,3,2,3,4,1,3,1,1,3,4,2,1,3,3,2,4,1,3,2,2,4,2,1,2,3,3,3,1,2,3,3,1,4,2
202304,다사616479,2,1,3,4,4,4,4,1,1,1,4,4,2,2,3,3,3,4,2,2,4,1,4,3,4,3,2,2,2,2,3,2,1,1,4,1,1,4,3,1,2,4,1,1,2,2,1,1
202304,다사645518,1,3,3,3,2,3,4,1,4,2,3,3,1,3,2,2,2,2,4,4,4,4,3,1,4,3,3,1,2,3,4,1,3,1,2,4,,3,2,3,3,1,1,3,4,2,4,3
202304,다사646508,3,4,4,2,1,3,1,2,4,1,4,3,2,1,1,4,2,4,2,2,3,1,4,2,3,3,3,3,1,1,3,3,4,4,1,1,4,4,3,4,1,4,1,4,3,4,3,4
202304,다사655495,2,2,1,4,1,1,1,1,3,2,3,1,2,3,4,3,2,3,2,4,2,4,4,2,1,4,4,4,3,1,3,3,1,3,3,4,4,4,4,2,3,4,2,2,2,2,3,2
202304,다사629497,1,4,1,4,4,4,3,3,4,4,4,3,4,3,2,3,1,1,4,2,3,1,2,3,3,3,3,1,2,1,3,1,3,2,3,2,1,3,4,3,4,2,2,4,2,3,1,4
202304,다사658508,1,3,2,4,1,1,4,2,3,3,4,3,4,1,3,1,4,3,3,2,4,1,1,4,1,3,1,3,2,3,3,3,3,4,1,1,3,3,3,1,3,4,4,1,2,3,1,1
202304,다사625492,2,3,4,4,1,4,2,4,3,2,3,4,4,3,4,4,3,1,3,2,1,2,4,1,3,1,1,2,1,1,2,3,3,3,2,3,1,1,3,2,2,1,1,2,1,3,2,3
202304,다사645516,2,2,4,4,4,4,1,3,2,2,4,2,2,3,3,2,1,3,1,2,3,4,1,2,2,2,1,4,3,4,3,1,2,4,2,2,3,3,2,4,3,1,1,4,4,2,3,1
202304,다사635486,3,4,3,1,1,1,2,1,1,1,2,1,2,3,4,1,1,2,4,2,2,1,1,1,3,4,4,1,2,4,4,4,3,3,3,4,2,3,4,3,2,3,3,2,4,3,3,2
202304,다사615475,1,3,1,3,2,1,3,4,1,4,4,3,3,3,2,3,1,2,4,3,2,4,4,2,1,3,1,2,2,1,2,3,2,1,1,3,2,1,4,2,4,2,2,3,3,2,2,4
202304,다사622493,1,4,1,3,4,1,2,3,2,1,1,4,2,2,1,2,3,4,2,1,2,2,1,4,3,3,3,2,4,1,3,3,1,1,1,3,2,3,3,3,3,4,3,2,2,2,4,3
202304,다사627502,2,3,4,3,4,4,4,1,4,4,1,1,4,4,3,1,3,2,2,3,1,2,3,2,2,2,1,1,3,3,4,1,2,4,2,2,2,4,4,2,2,1,2,3,3,3,2,1
202304,다사617474,1,4,1,1,1,3,4,3,2,1,3,1,2,3,1,2,4,4,1,4,2,4,1,2,4,3,4,2,4,1,1,3,2,1,1,1,2,2,2,1,1,4,3,2,4,3,3,4
202304,다사647518,1,1,3,2,3,4,2,3,1,3,4,2,2,3,4,2,4,2,3,2,3,2,3,3,4,2,3,1,1,4,1,4,3,4,3,3,4,2,1,2,4,1,3,3,2,2,3,1
202304,다사644520,3,1,1,2,4,4,3,2,1,3,4,2,1,2,3,4,4,1,4,3,1,4,2,1,3,2,4,4,2,3,1,1,2,3,1,4,4,2,3,2,4,4,3,1,1,3,1,1
202304,다사640496,4,1,2,3,4,1,3,4,2,1,4,2,2,3,4,4,3,2,2,1,3,3,3,4,2,3,1,2,1,2,1,3,1,1,2,3,4,3,2,2,3,3,4,1,3,2,1,3
202304,다사630502,3,2,3,4,1,3,2,4,2,4,1,4,3,1,1,2,4,4,3,1,1,3,3,1,2,1,1,1,3,1,2,1,2,2,4,3,2,3,2,2,4,4,1,2,3,3,2,2
202304,다사648504,4,3,4,1,3,4,4,3,3,2,3,4,2,4,2,1,4,4,4,3,2,4,4,4,1,2,3,4,3,2,4,3,3,4,3,3,4,4,3,4,4,2,4,1,4,2,4,1
202304,다사634473,3,3,2,1,1,2,2,4,3,4,4,3,3,4,3,1,2,2,1,4,4,4,3,2,2,4,2,1,1,3,3,3,1,2,2,1,2,3,3,2,2,4,4,4,1,1,4,4
202304,다사632503,3,2,2,4,3,4,2,3,4,1,4,2,1,3,1,2,1,4,4,2,4,4,2,2,3,3,2,3,2,4,2,1,1,3,3,3,1,3,3,4,2,2,2,4,3,2,2,2
202304,다사654495,3,2,1,2,1,3,2,2,4,3,3,2,2,2,1,4,4,3,2,4,1,2,4,4,4,3,2,3,4,1,2,2,2,4,4,4,4,3,2,2,4,2,1,3,4,2,2,2
202304,다사619473,3,3,1,4,4,1,4,3,3,3,1,2,4,3,4,2,3,1,4,2,1,2,1,2,2,4,3,3,4,4,1,4,4,4,3,2,1,1,2,3,2,1,4,3,3,2,4,4
202304,다사636519,1,4,2,2,1,2,3,3,2,4,4,1,2,1,3,4,4,1,1,4,3,1,3,4,2,4,2,1,4,1,4,2,4,4,3,3,3,4,4,4,2,3,2,4,1,2,3,1
202304,다사613481,4,1,3,2,1,3,4,1,1,4,4,4,1,2,1,1,4,1,2,4,4,2,3,2,2,3,3,2,3,1,4,3,1,2,2,2,4,1,3,1,1,3,1,3,4,3,1,2
202304,다사640521,4,4,2,2,3,4,4,1,4,1,4,4,2,4,2,3,4,3,4,3,2,2,4,1,3,1,1,1,1,1,1,2,2,3,1,2,4,1,4,4,1,1,2,2,3,4,4,3
202304,다사629500,4,4,2,1,4,2,3,4,1,2,2,4,3,4,1,1,2,4,3,4,2,4,2,4,3,1,4,3,4,1,1,1,4,2,3,4,3,3,4,1,1,2,2,3,2,2,3,3
202304,다사655510,3,2,2,4,3,2,3,3,1,4,1,2,3,3,4,4,4,2,1,4,1,3,4,2,3,4,4,2,4,3,2,4,2,4,1,2,1,2,1,3,3,1,1,2,1,2,2,4
202304,다사633525,1,4,3,1,3,1,4,1,2,2,2,4,4,3,1,4,1,1,1,2,2,2,1,4,2,1,1,4,4,4,3,1,2,1,2,4,2,3,4,3,4,2,1,3,1,3,2,4
202304,다사639487,2,4,1,4,4,4,4,1,3,2,1,4,4,1,4,2,1,4,2,2,1,4,4,2,1,4,2,3,2,3,3,1,2,2,2,2,2,4,3,2,2,4,3,3,1,1,2,4
202304,다사632500,4,4,3,3,2,3,1,3,2,4,2,3,4,4,3,4,,3,1,1,1,1,2,4,2,1,3,2,1,1,1,1,4,1,4,2,1,1,2,4,2,3,4,1,4,1,1,3
202304,다사643481,3,1,1,3,3,4,4,4,3,2,3,2,2,2,4,3,4,1,1,1,3,3,2,2,4,2,4,1,3,1,3,2,1,1,1,1,2,3,2,1,2,3,4,1,3,2,1,4
202304,다사625500,2,3,3,4,2,4,1,4,4,1,4,4,2,2,4,2,1,3,3,3,1,2,3,4,4,2,1,1,4,2,4,2,2,1,1,4,1,2,1,2,3,1,2,2,3,3,4,3
202304,다사617499,1,2,4,3,4,4,2,1,1,1,3,3,2,2,3,2,1,1,4,3,1,1,3,1,2,2,2,4,3,3,1,1,2,4,4,2,3,1,2,3,3,1,2,1,4,3,4,2
202304,다사649505,4,3,1,2,1,1,3,2,1,3,4,3,2,3,4,3,1,4,2,3,4,4,3,2,2,2,2,1,3,4,3,1,1,2,2,4,2,1,4,2,3,4,1,2,3,3,1,3
202304,다사612479,2,4,2,2,4,4,2,3,3,3,2,3,4,3,4,3,1,4,2,2,2,2,2,2,2,2,2,2,4,2,2,1,3,3,3,1,4,2,1,2,2,1,4,2,3,1,3,1
202304,다사619486,2,4,3,3,2,4,3,1,3,1,4,3,1,2,4,4,4,2,2,3,4,4,4,2,2,2,2,1,3,3,4,3,1,2,4,4,1,1,2,3,2,2,2,1,4,2,3,3
202304,다사612488,2,2,4,4,2,1,4,2,4,1,4,4,2,3,2,4,1,2,2,4,2,3,3,4,4,2,2,4,3,4,4,4,3,3,1,1,2,3,1,3,1,2,1,1,1,1,1,4
202304,다사623485,1,1,1,2,4,1,1,3,2,1,3,4,4,4,1,3,2,3,4,2,4,4,4,2,4,1,2,4,4,4,1,1,3,4,2,2,2,4,3,3,1,1,2,2,1,4,3,1
202304,다사648486,3,2,4,3,3,3,1,4,3,2,4,2,2,4,3,1,4,2,4,1,3,2,4,4,4,2,1,2,3,1,1,3,1,2,1,2,2,2,1,3,3,2,3,4,1,1,2,3
202304,다사646485,3,1,3,1,1,2,3,1,3,1,2,2,4,3,2,3,2,2,2,4,1,1,3,2,1,1,2,4,2,4,1,1,1,2,1,2,3,1,3,3,4,2,3,4,2,3,1,4
202304,다사616476,3,1,3,3,1,1,1,4,3,3,3,3,4,3,2,3,1,4,4,2,3,3,4,2,1,2,1,1,4,1,3,2,2,2,2,2,1,4,2,2,4,1,4,2,3,1,4,3
202304,다사640516,1,1,2,3,3,1,4,1,1,4,4,3,1,4,3,1,2,1,3,1,3,4,4,1,3,2,2,1,3,2,3,3,4,1,2,1,3,2,4,2,4,3,1,4,2,3,3,2
202304,다사632475,4,3,2,2,1,1,4,4,2,2,3,4,1,4,1,2,4,1,1,3,1,2,1,1,4,4,2,3,4,4,2,2,1,1,1,3,1,1,3,2,1,2,3,1,3,3,1,2
202304,다사626493,1,2,4,4,2,2,2,3,1,2,4,2,4,4,3,3,4,2,1,2,3,4,2,4,3,3,2,4,2,3,1,1,2,3,2,4,2,3,3,1,4,3,4,1,1,4,2,2
202304,다사642524,2,1,1,2,4,1,1,2,3,3,1,3,2,4,2,1,1,4,4,4,2,1,2,4,3,4,2,4,4,4,4,2,2,1,3,4,2,1,2,1,2,4,3,4,2,3,4,4
202304,다사644510,4,1,4,2,4,4,1,3,2,3,3,4,4,3,1,4,3,1,3,3,4,3,2,1,3,1,2,3,1,2,3,1,3,2,4,3,1,3,3,1,3,2,3,2,4,4,4,4
202304,다사626491,2,3,2,1,3,2,4,2,2,1,1,2,3,1,1,1,1,3,3,3,4,2,3,1,1,3,2,2,4,2,4,3,3,4,1,4,3,4,4,2,3,2,4,3,4,2,2,1
202304,다사647526,2,2,2,2,3,4,2,1,4,1,1,1,4,3,3,3,4,3,2,3,3,1,2,1,3,4,1,4,1,1,2,4,2,4,2,3,1,2,2,4,2,1,3,3,2,1,1,4
202304,다사649509,2,2,1,3,4,3,2,2,4,3,2,1,2,1,2,1,3,4,2,4,2,4,2,1,3,2,2,1,4,4,3,1,3,1,3,1,3,2,2,2,4,3,4,2,3,2,1,1
202304,다사642515,1,3,2,4,4,2,3,4,2,4,1,2,3,3,1,2,3,1,2,3,1,3,2,4,3,2,4,3,1,4,1,1,1,4,1,3,3,4,1,1,4,1,3,3,3,4,4,3
202304,다사621489,1,4,3,4,3,4,2,2,3,1,4,2,3,4,1,3,3,4,1,1,4,3,1,1,4,4,4,3,3,1,4,2,3,2,2,4,2,3,4,2,3,1,2,2,1,1,1,3
202304,다사655505,4,2,1,2,1,2,2,3,3,2,4,1,2,3,3,2,4,4,1,4,1,4,1,2,3,3,1,3,2,2,3,1,4,3,4,1,3,3,4,4,4,2,3,1,2,1,3,3
202304,다사655504,4,3,1,1,2,3,4,2,4,4,4,2,1,3,2,1,4,4,1,3,2,3,1,2,2,2,4,3,2,3,4,3,3,4,1,1,2,2,2,3,1,3,1,4,3,1,1,3
202304,다사623499,2,1,1,1,2,3,2,1,4,2,1,3,3,4,4,4,3,3,3,2,4,4,4,1,2,3,4,3,1,1,4,1,2,3,1,1,2,2,3,2,2,2,4,3,3,4,4,4
202304,다사622491,2,3,2,2,3,3,2,3,1,3,3,4,2,3,2,3,1,3,3,1,2,1,4,3,1,1,1,3,2,4,3,1,2,3,1,3,3,4,2,1,2,4,1,3,1,4,1,2
202304,다사643520,2,4,1,1,1,1,1,1,3,3,4,2,4,3,2,3,2,4,4,3,3,4,4,1,1,2,3,2,3,4,2,2,2,4,3,1,2,1,1,2,2,3,4,3,1,4,4,1
202304,다사626478,4,1,4,4,1,2,1,2,4,3,1,2,1,1,1,1,4,2,4,2,2,1,3,4,3,4,2,1,1,3,1,4,4,1,4,2,1,4,1,4,3,1,2,1,1,4,1,3
202304,다사620473,1,4,1,3,2,2,4,2,2,1,2,4,2,1,3,4,3,2,4,2,3,3,3,1,3,2,3,1,3,2,1,1,2,2,1,4,2,4,2,2,4,2,3,1,1,2,1,2
202304,다사642516,1,2,2,2,2,3,3,1,4,1,2,3,2,4,3,2,3,3,3,3,1,1,3,2,1,3,4,3,1,4,2,1,1,1,3,3,4,3,1,3,2,1,1,3,3,1,2,2
202304,다사625477,3,1,2,4,1,1,2,4,2,4,3,2,2,3,2,1,2,2,3,4,4,2,3,1,2,3,1,1,2,4,1,1,2,3,4,4,3,1,4,2,3,4,2,1,4,3,3,4
202304,다사643517,4,2,4,1,4,3,4,3,3,3,2,1,3,2,3,3,2,3,3,2,2,2,1,1,3,3,1,1,4,1,2,3,1,4,1,2,4,2,1,3,1,3,3,1,4,2,3,4
202304,다사623476,3,1,1,1,4,2,4,3,1,1,1,2,2,1,1,3,3,4,2,3,1,2,4,4,2,2,1,4,4,2,3,2,1,2,4,4,2,3,2,1,1,2,4,3,1,1,1,1
202304,다사628494,2,2,2,3,4,4,3,4,3,2,2,1,4,2,3,4,3,1,2,3,2,2,1,3,4,1,3,2,4,3,3,4,4,3,2,3,4,1,3,3,2,2,3,2,2,2,3,3
202304,다사640515,3,3,1,1,3,3,3,2,1,1,1,2,3,3,4,2,4,4,4,4,1,2,2,1,3,1,4,4,2,4,2,1,4,3,3,4,4,3,1,4,4,1,4,3,1,2,2,1
202304,다사645522,1,2,3,2,1,1,3,3,2,3,2,1,2,3,2,2,3,3,4,4,2,4,1,1,2,3,2,2,2,3,3,4,3,4,1,4,2,1,1,4,2,4,4,2,3,2,4,4
202304,다사641522,1,2,4,1,4,1,2,4,3,1,3,4,2,2,4,4,3,4,1,3,4,1,3,2,2,4,3,3,2,1,4,3,2,1,3,3,1,3,3,1,2,3,3,1,4,2,4,2
202304,다사648526,2,3,4,1,3,4,4,2,1,4,3,3,3,2,4,2,2,2,2,1,2,1,2,2,3,3,3,2,4,4,4,4,3,3,1,3,2,2,1,3,3,2,1,1,2,2,2,2
202304,다사659505,3,2,4,3,2,2,2,2,4,3,4,3,4,1,3,2,4,3,3,4,1,3,2,3,4,3,4,4,4,1,3,3,2,2,1,4,1,4,2,4,2,2,1,2,4,4,4,3
202304,다사624518,4,1,2,1,2,4,1,2,3,2,1,2,3,2,1,2,2,3,1,1,1,3,2,2,2,1,4,1,2,4,4,2,4,4,2,4,2,3,2,4,4,2,2,1,2,2,3,2
202304,다사650489,3,1,3,4,1,2,1,2,4,1,2,3,4,4,2,1,1,1,2,1,3,1,2,2,1,4,4,1,2,3,4,3,3,3,2,1,1,2,3,4,1,2,4,1,3,2,3,4
202304,다사647517,3,1,2,1,2,1,2,2,3,1,3,4,2,3,4,4,4,1,4,1,4,4,1,3,3,2,2,4,4,2,2,2,1,1,4,1,3,4,2,3,1,1,4,4,2,4,4,1
202304,다사638515,2,3,3,2,4,3,3,2,2,4,3,1,1,2,1,1,1,2,3,3,1,2,3,1,3,2,3,1,4,4,1,3,4,4,4,3,2,3,1,1,1,1,2,3,3,3,3,1
202304,다사639523,2,4,2,1,4,3,1,1,1,1,3,2,4,1,2,2,2,1,4,2,4,3,4,3,3,3,2,2,1,1,1,3,1,2,4,3,1,3,4,3,3,1,1,1,2,2,2,2
202304,다사624491,2,3,1,1,1,3,3,1,1,1,4,4,1,2,1,1,4,2,1,4,1,1,4,1,1,3,1,2,1,3,4,2,1,4,3,4,3,4,4,3,4,3,3,3,1,4,1,3
202304,다사646511,4,2,4,1,1,3,4,1,4,4,2,4,2,1,4,2,1,1,1,4,1,1,4,4,4,4,4,3,4,2,2,1,1,3,4,4,1,1,4,2,3,3,3,1,2,1,4,1
202304,다사629493,3,4,3,4,3,3,1,2,3,2,4,1,4,3,4,1,1,1,4,3,4,1,4,3,4,4,3,4,3,3,3,4,2,1,4,4,4,2,2,1,2,1,4,2,2,4,1,1
202304,다사641521,2,2,3,3,4,4,2,4,3,4,1,2,1,4,2,1,2,3,2,1,1,1,1,3,1,2,2,2,2,4,2,2,3,2,3,3,1,1,4,1,3,2,2,2,1,1,3,3
